id,directors,rate,title,casts,year,types,country,lang,time,movieTime,commentLen,star
1,凯恩·帕森斯,6.6,后室,"切瓦特·埃加福,雷娜特·赖因斯夫,芬恩·本尼特,卢基塔·麦克斯韦尔,马克·杜普拉斯",2026,"科幻,恐怖","美国,加拿大","英语,葡萄牙语",2026-06-26,111,47250,"8.4%,31.4%,43.9%,12.8%,3.5%"
2,"安德鲁·斯坦顿,麦肯纳·哈里斯",8.1,玩具总动员5,"汤姆·汉克斯,蒂姆·艾伦,琼·库萨克,格蕾塔·李,基努·里维斯",2026,"剧情,喜剧,动画,奇幻,冒险",美国,英语,2026-06-19,102,82077,"29.8%,45.6%,22.3%,2.0%,0.3%"
3,洪忠灿,8.7,铁拳教育,"金武烈,李星民,秦基周,表志勋,贺营",2026,"剧情,动作",韩国,韩语,2026-06-05,47,132338,"52.3%,35.7%,9.8%,1.3%,1.0%"
4,"周靖韬,林毅",6.6,南部档案,"张新成,丁禹兮,姜珮瑶,富大龙,刘令姿",2026,"剧情,奇幻,冒险",中国大陆,汉语普通话,2026-06-11,85,68371,"19.2%,25.5%,30.5%,16.1%,8.7%"
5,蓝鸿春,9.3,给阿嬷的情书,"李思潼,王彦桐,吴少卿,郑润奇,王晓慧",2026,"剧情,家庭",中国大陆,"潮汕话,汉语普通话,泰语,英语",2026-04-30,118,891338,"69.9%,25.3%,3.9%,0.6%,0.2%"
6,冯小刚,7.4,抓特务,"雷佳音,胡歌,啜妮,张瑶,林晓凡",2026,剧情,中国大陆,汉语普通话,2026-06-19,141,59048,"17.4%,45.3%,30.3%,4.6%,2.4%"
7,袁和平,7.5,镖人：风起大漠,"吴京,谢霆锋,于适,陈丽君,孙艺洲",2026,"动作,武侠,古装",中国大陆,汉语普通话,2026-02-17,126,429848,"20.1%,43.6%,29.1%,5.4%,1.7%"
8,"林玉芬,梁胜权,刘智君",6.3,莫离,"白鹿,丞磊,蔡正杰,杨舒伊,林沐然",2026,"爱情,古装",中国大陆,汉语普通话,2026-06-09,81,103494,"14.1%,22.7%,37.9%,16.8%,8.4%"
9,库里·巴克,7.7,痴迷,"迈克尔·约翰斯顿,印达·纳瓦雷特,库珀·汤姆林森,梅根·劳利斯,安迪·里克特",2025,恐怖,美国,英语,2025-09-05,108,31564,"24.9%,42.6%,26.3%,4.8%,1.5%"
10,谷垣健治,7.9,火遮眼,"谢苗,林科灯,杨恩又,黎唯,雅彦·鲁伊安",2025,"动作,犯罪","中国香港,中国大陆","汉语普通话,英语,菲律宾语,印尼语,中国手语,泰语",2026-06-11,113,116635,"28.2%,44.7%,22.3%,3.8%,1.1%"
11,刘海波,8.2,低智商犯罪,"王骁,田曦薇,王传君,朱云峰,张瑞涵",2026,"剧情,犯罪",中国大陆,汉语普通话,2026-05-04,85,199021,"33.6%,47.3%,15.5%,2.4%,1.2%"
12,克雷格·吉勒斯佩,5.5,超级少女,"米莉·阿尔柯克,伊芙·雷德利,杰森·莫玛,马提亚斯·修奈尔,大卫·科伦斯韦",2026,"动作,科幻,奇幻,冒险",美国,英语,2026-06-26,110,11397,"5.1%,14.6%,40.0%,29.8%,10.5%"
13,郑执,6.5,森中有林,"于和伟,高圆圆,韩庚,张天爱,乔杉",2026,"剧情,爱情,犯罪",中国大陆,汉语普通话,2026-05-23,117,22889,"10.0%,27.0%,43.6%,15.8%,3.7%"
14,西尔弗·特里,8.4,校园之外 第一季,"艾拉·布赖特,贝尔蒙特·卡梅利,米卡·阿卜杜拉,斯蒂芬·卡林,杰伦·托马斯·布鲁克斯",2026,"剧情,爱情,运动",美国,英语,2026-05-13,42,79135,"41.3%,40.8%,15.2%,2.1%,0.6%"
15,明焱,6.3,昨夜将至,"佟大为,王佳佳,马苏,任重,江疏影",2026,犯罪,中国大陆,汉语普通话,2026-06-24,86,10520,"9.4%,25.6%,40.7%,17.2%,7.1%"
16,李少飞,8.1,主角,"张嘉益,刘浩存,秦海璐,窦骁,翟子路",2026,剧情,中国大陆,汉语普通话,2026-05-10,80,127823,"36.6%,41.2%,16.1%,3.5%,2.6%"
17,"许肇任,黄常祚",4.8,炽夏,"包上恩,周柯宇,赵英博,黄奕,柯淳",2026,"剧情,爱情",中国大陆,汉语普通话,2026-06-16,33,16692,"10.8%,12.2%,18.3%,23.4%,35.3%"
18,安东尼·马拉斯,8.2,诺曼底72小时,"安德鲁·斯科特,布兰登·费舍,凯瑞·康顿,克里斯·梅西纳,戴米恩·路易斯",2026,"剧情,历史,战争","英国,法国,美国",英语,2026-06-06,100,49869,"27.6%,54.2%,16.9%,1.1%,0.2%"
19,杨龙,4.9,翘楚,"陈都灵,周翊然,唐晓天,王瑞昌,吴施乐",2026,剧情,中国大陆,汉语普通话,2026-06-02,38,55738,"9.7%,7.8%,22.9%,36.7%,22.9%"
20,凯尔·巴尔达,7.5,绵羊侦探团,"休·杰克曼,尼可拉斯·博朗,尼古拉斯·加利齐纳,莫莉·戈登,茱莉亚·路易斯-德瑞弗斯",2026,"喜剧,动作,悬疑","爱尔兰,英国,德国,美国",英语,2026-05-16,110,37735,"17.5%,44.2%,35.2%,2.9%,0.2%"
21,严艺之,5.6,我看见两朵一样的云,"王源,文淇,温茉言,闫楠,张颂文",2026,"爱情,科幻",中国大陆,汉语普通话,2026-06-19,104,49533,"13.8%,12.2%,32.7%,23.7%,17.6%"
22,杨荔钠,8.1,我，许可,"文淇,秦海璐,白客,李雪琴,牛莉",2026,"剧情,喜剧",中国大陆,汉语普通话,2026-04-03,118,291613,"37.0%,38.7%,19.1%,3.8%,1.4%"
23,弗兰克·德拉邦特,9.7,肖申克的救赎,"蒂姆·罗宾斯,摩根·弗里曼,鲍勃·冈顿,威廉·赛德勒,克兰西·布朗",1994,"剧情,犯罪",美国,英语,1994-09-10,142,3300156,"85.5%,12.9%,1.3%,0.1%,0.1%"
24,"拜伦·霍华德,瑞奇·摩尔,杰拉德·布什",9.3,疯狂动物城,"金妮弗·古德温,杰森·贝特曼,伊德瑞斯·艾尔巴,珍妮·斯蕾特,内特·托伦斯",2016,"喜剧,动画,冒险",美国,"英语,挪威语",2016-03-04,109,2333723,"67.6%,27.9%,4.2%,0.2%,0.1%"
25,严艺文,7.7,欠你的那场婚礼,"张孝全,苏慧伦,朱轩洋,蒲禾菲,姚淳耀",2026,"喜剧,爱情",中国台湾,汉语普通话,2026-06-20,71,6551,"26.6%,41.6%,25.5%,4.4%,1.9%"
26,宫崎骏,9.4,千与千寻,"柊瑠美,入野自由,夏木真理,菅原文太,中村彰男",2001,"剧情,动画,奇幻",日本,日语,2019-06-21,125,2549422,"73.6%,22.8%,3.3%,0.2%,0.1%"
27,"李·昂克里奇,阿德里安·莫利纳",9.1,寻梦环游记,"安东尼·冈萨雷斯,盖尔·加西亚·贝纳尔,本杰明·布拉特,阿兰娜·乌巴赫,芮妮·维克托",2017,"喜剧,动画,音乐,奇幻",美国,"英语,西班牙语",2017-11-24,105,2003061,"62.9%,29.9%,6.7%,0.4%,0.2%"
28,"菲尔·罗德,克里斯托弗·米勒",8.6,挽救计划,"瑞恩·高斯林,桑德拉·惠勒,詹姆斯·奥尔蒂斯,莱昂内尔·博伊斯,梁振邦",2026,"剧情,科幻,惊悚",美国,英语,2026-03-20,156,482222,"45.6%,40.1%,12.4%,1.5%,0.4%"
29,詹姆斯·卡梅隆,9.5,泰坦尼克号,"莱昂纳多·迪卡普里奥,凯特·温斯莱特,比利·赞恩,凯西·贝茨,弗兰西丝·费舍",1997,"剧情,爱情,灾难",美国,"英语,意大利语,德语,俄语",1998-04-03,194,2511147,"76.9%,19.9%,2.9%,0.2%,0.1%"
30,刘洪源,7.0,雨霖铃,"杨洋,章若楠,方逸伦,张予曦,岳旸",2026,"剧情,武侠,古装",中国大陆,汉语普通话,2026-05-13,42,93191,"21.4%,29.2%,33.2%,11.7%,4.6%"
31,彼得·威尔,9.4,楚门的世界,"金·凯瑞,劳拉·琳妮,艾德·哈里斯,诺亚·艾默里奇,娜塔莎·麦克艾霍恩",1998,"剧情,科幻",美国,英语,1998-06-05,103,2030974,"72.6%,23.8%,3.3%,0.2%,0.1%"
32,尹佳恩,9.0,世界的主人,"徐粹彬,张慧珍,金郑植,姜彩允,李宰锡",2025,剧情,韩国,韩语,2025-09-07,119,136227,"61.6%,30.3%,6.8%,0.8%,0.4%"
33,"杰拉德·布什,拜伦·霍华德",8.3,疯狂动物城2,"金妮弗·古德温,杰森·贝特曼,关继威,福琼·费姆斯特,安迪·萨姆伯格",2025,"喜剧,动画,悬疑,犯罪,冒险",美国,英语,2025-11-26,108,798241,"35.3%,45.0%,18.1%,1.4%,0.2%"
34,史蒂文·斯皮尔伯格,6.5,揭秘日,"艾米莉·布朗特,乔什·奥康纳,科林·费尔斯,伊芙·休森,科尔曼·多明戈",2026,"剧情,科幻,惊悚","美国,加拿大,新西兰,日本",英语,2026-06-12,146,43005,"11.9%,27.9%,38.7%,16.3%,5.2%"
35,克里斯托弗·诺兰,9.4,星际穿越,"马修·麦康纳,安妮·海瑟薇,杰西卡·查斯坦,麦肯吉·弗依,卡西·阿弗莱克",2014,"剧情,科幻,冒险","美国,英国,加拿大",英语,2014-11-12,169,2197786,"76.1%,19.8%,3.6%,0.3%,0.2%"
36,黎志,7.6,问心2,"赵又廷,毛晓彤,金世佳,张佳宁,陈冲",2026,剧情,中国大陆,汉语普通话,2026-06-18,71,9199,"32.1%,31.0%,25.5%,8.4%,3.0%"
37,韩寒,7.1,飞驰人生3,"沈腾,尹正,黄景瑜,张本煜,魏翔",2026,"剧情,喜剧,运动",中国大陆,汉语普通话,2026-02-17,126,464637,"14.4%,38.8%,37.6%,7.1%,2.1%"
38,肖麓西,6.3,我的妈耶,"马思纯,白客,黄明昊,孙阳,梁靖康",2026,"剧情,喜剧,家庭",中国大陆,汉语普通话,2026-04-03,121,38389,"10.5%,23.4%,42.2%,17.0%,7.0%"
39,罗伯特·泽米吉斯,9.5,阿甘正传,"汤姆·汉克斯,罗宾·怀特,加里·辛尼斯,麦凯尔泰·威廉逊,莎莉·菲尔德",1994,"剧情,爱情",美国,英语,1994-06-23,142,2440706,"76.7%,20.0%,2.9%,0.2%,0.1%"
40,饺子,8.4,哪吒之魔童闹海,"吕艳婷,囧森瑟夫,瀚墨,陈浩,绿绮",2025,"剧情,喜剧,动画,奇幻",中国大陆,汉语普通话,2025-01-29,144,1549754,"46.3%,34.1%,14.7%,3.2%,1.7%"
41,文牧野,9.0,我不是药神,"徐峥,王传君,周一围,谭卓,章宇",2018,"剧情,喜剧",中国大陆,"汉语普通话,英语,上海话,印地语",2018-07-05,117,2361267,"58.8%,33.7%,6.8%,0.5%,0.2%"
42,吕克·贝松,9.4,这个杀手不太冷,"让·雷诺,娜塔莉·波特曼,加里·奥德曼,丹尼·爱罗,彼得·阿佩尔",1994,"剧情,动作,犯罪","法国,美国","英语,意大利语,法语",2024-11-01,133,2561672,"72.8%,23.0%,3.7%,0.3%,0.2%"
43,饺子,8.4,哪吒之魔童降世,"吕艳婷,囧森瑟夫,瀚墨,陈浩,绿绮",2019,"剧情,喜剧,动画,奇幻",中国大陆,汉语普通话,2019-07-26,110,2084722,"41.8%,39.1%,16.0%,2.3%,0.9%"
44,鲁衍甫,5.3,乘风2026,"齐思钧,萧蔷,范玮琪,徐洁儿,乌兰图雅",2026,"音乐,真人秀",中国大陆,汉语普通话,2026-04-03,89,29153,"10.7%,16.9%,26.3%,16.9%,29.2%"
45,陈凯歌,9.6,霸王别姬,"张国荣,张丰毅,巩俐,葛优,英达",1993,"剧情,爱情,同性","中国大陆,中国香港",汉语普通话,1993-07-26,171,2435271,"82.4%,15.3%,2.0%,0.2%,0.2%"
46,张艺谋,5.8,惊蛰无声,"易烊千玺,朱一龙,宋佳,雷佳音,杨幂",2026,"剧情,犯罪",中国大陆,汉语普通话,2026-02-17,104,286641,"6.8%,16.9%,42.4%,24.5%,9.2%"
47,友塔纳·罗潘派布尔,9.4,绘梦婚礼,"邝玲玲,珙恩娜帕·瑟塔拉塔那彭,阿披南·普拉瑟瓦塔纳坤,纳茹蒙·彭素帕普,图查蓬·库旺博迪特",2026,"剧情,爱情,同性",泰国,泰语,2026-06-19,39,7105,"84.1%,7.4%,4.2%,1.6%,2.6%"
48,彼得·法雷里,8.9,绿皮书,"维果·莫腾森,马赫沙拉·阿里,琳达·卡德里尼,塞巴斯蒂安·马尼斯科,迪米特·D·马里诺夫",2018,"剧情,喜剧,音乐,传记","美国,中国大陆","英语,意大利语,俄语,德语",2019-03-01,130,1903829,"55.3%,37.0%,7.1%,0.4%,0.1%"
49,克里斯托弗·诺兰,9.4,盗梦空间,"莱昂纳多·迪卡普里奥,约瑟夫·高登-莱维特,艾利奥特·佩吉,汤姆·哈迪,渡边谦",2010,"剧情,科幻,悬疑,冒险","美国,英国","英语,日语,法语",2010-09-01,148,2335763,"72.8%,23.3%,3.5%,0.2%,0.1%"
50,"朱少杰,梁建强",3.8,云秀行,"李一桐,曾舜晞,邓为,代露娃,王以纶",2026,"剧情,喜剧,爱情,古装",中国大陆,汉语普通话,2026-06-20,86,9710,"3.0%,4.8%,14.9%,31.5%,45.8%"
51,罗伯·莱纳,9.1,怦然心动,"玛德琳·卡罗尔,卡兰·麦克奥利菲,瑞贝卡·德·莫妮,安东尼·爱德华兹,约翰·马奥尼",2010,"剧情,喜剧,爱情",美国,英语,2010-07-26,90,2060948,"61.9%,30.3%,7.0%,0.6%,0.2%"
52,克里斯·哥伦布,9.2,哈利·波特与魔法石,"丹尼尔·雷德克里夫,艾玛·沃森,鲁伯特·格林特,艾伦·瑞克曼,玛吉·史密斯",2001,"奇幻,冒险","美国,英国",英语,2002-01-26,152,1431705,"66.2%,27.8%,5.5%,0.3%,0.1%"
53,新海诚,8.5,你的名字。,"神木隆之介,上白石萌音,长泽雅美,市原悦子,成田凌",2016,"剧情,爱情,动画",日本,日语,2016-12-02,106,1607115,"43.5%,38.7%,15.8%,1.6%,0.4%"
54,涅提·蒂瓦里,9.0,摔跤吧！爸爸,"阿米尔·汗,法缇玛·萨那·纱卡,桑亚·玛荷塔,阿帕尔夏克提·库拉那,沙克希·坦沃",2016,"剧情,家庭,传记,运动",印度,"印地语,英语",2017-05-05,161,1754368,"59.4%,33.1%,6.9%,0.5%,0.2%"
55,拉吉库马尔·希拉尼,9.2,三傻大闹宝莱坞,"阿米尔·汗,卡琳娜·卡普尔,马达范,沙尔曼·乔希,奥米·瓦依达",2009,"剧情,喜剧,爱情,歌舞",印度,"印地语,乌尔都语,英语",2011-12-08,171,2087424,"68.9%,25.4%,5.0%,0.5%,0.2%"
56,韩泰燮,7.1,我的王室死对头,"林智妍,许南俊,张胜祖,李世熙,金玟锡",2026,"喜剧,爱情,奇幻",韩国,韩语,2026-05-08,78,14535,"22.0%,28.5%,35.0%,11.2%,3.3%"
57,"泷本智行,大庭功睦",8.2,地狱占星师,"户田惠梨香,伊藤沙莉,三浦透子,奥野瑛太,田村健太郎",2026,"剧情,传记",日本,日语,2026-04-27,40,37831,"31.8%,48.5%,16.9%,1.9%,0.8%"
58,孔笙,9.3,父母爱情,"郭涛,梅婷,刘琳,任帅,刘奕君",2014,"爱情,家庭",中国大陆,汉语普通话,2014-02-02,69,455422,"75.2%,19.5%,3.5%,0.7%,1.1%"
59,郭帆,7.9,流浪地球,"吴京,屈楚萧,李光洁,吴孟达,赵今麦",2019,"科幻,冒险,灾难",中国大陆,"汉语普通话,英语,俄语,法语,日语,韩语,印尼语",2019-02-05,125,2050160,"34.5%,36.3%,21.7%,4.9%,2.6%"
60,"彼特·道格特,鲍勃·彼德森",9.1,飞屋环游记,"爱德华·阿斯纳,克里斯托弗·普卢默,乔丹·长井,鲍勃·彼德森,德尔罗伊·林多",2009,"剧情,喜剧,动画,冒险",美国,英语,2009-08-04,96,1508934,"61.4%,32.0%,6.2%,0.3%,0.1%"
61,杨子,8.0,捕风追影,"成龙,张子枫,梁家辉,此沙,文俊辉",2025,"剧情,动作,犯罪","中国大陆,中国香港",汉语普通话,2025-08-16,141,585309,"27.3%,48.1%,21.1%,2.8%,0.7%"
62,於水,8.5,浪浪山小妖怪,"陈子平,路扬,董汶亮,刘琮,林强",2025,"剧情,喜剧,动画,奇幻",中国大陆,汉语普通话,2025-08-02,118,686375,"44.3%,40.7%,13.0%,1.3%,0.8%"
63,约翰·拉塞特,8.6,玩具总动员,"汤姆·汉克斯,蒂姆·艾伦,唐·里克斯,吉姆·法尼,华莱士·肖恩",1995,"喜剧,动画,家庭",美国,英语,1995-11-22,81,439930,"44.3%,43.9%,11.2%,0.5%,0.1%"
64,"惠楷栋,王成欣",7.3,家业,"杨紫,韩东君,吴冕,田小洁,徐百慧",2026,"剧情,古装",中国大陆,汉语普通话,2026-05-17,77,164778,"23.7%,36.5%,26.0%,10.0%,3.8%"
65,姜文,9.0,让子弹飞,"姜文,葛优,周润发,刘嘉玲,陈坤",2010,"剧情,喜剧,动作,西部","中国大陆,中国香港","汉语普通话,四川话,山西话",2010-12-16,132,1929383,"61.2%,30.2%,7.6%,0.7%,0.3%"
66,朱塞佩·托纳多雷,9.3,海上钢琴师,"蒂姆·罗斯,普路特·泰勒·文斯,比尔·努恩,克兰伦斯·威廉姆斯三世,梅兰尼·蒂埃里",1998,"剧情,音乐",意大利,"英语,法语,意大利语",2019-11-15,120,1887540,"70.9%,24.0%,4.5%,0.4%,0.2%"
67,安德鲁·斯坦顿,9.3,机器人总动员,"本·贝尔特,艾丽莎·奈特,杰夫·格尔林,佛莱德·威拉特,西格妮·韦弗",2008,"科幻,动画,冒险",美国,英语,2008-06-27,98,1501433,"71.8%,23.8%,4.0%,0.2%,0.1%"
68,"村井浩,安德鲁·德扬,塞缪尔·多诺万,缇·威斯特",7.7,寡妇湾 第一季,"马修·瑞斯,凯特·奥弗林,斯蒂芬·鲁特,金斯顿·鲁米·索斯威克,凯文·卡罗尔",2026,"剧情,喜剧,恐怖",美国,英语,2026-04-29,82,10875,"23.1%,46.9%,24.7%,4.0%,1.3%"
69,宫崎骏,9.1,哈尔的移动城堡,"倍赏千惠子,木村拓哉,美轮明宏,我修院达也,神木隆之介",2004,"爱情,动画,奇幻,冒险",日本,日语,2024-04-30,119,1300324,"63.7%,29.0%,6.5%,0.5%,0.2%"
70,李·昂克里奇,8.9,玩具总动员3,"汤姆·汉克斯,蒂姆·艾伦,琼·库萨克,尼德·巴蒂,唐·里克斯",2010,"喜剧,动画,奇幻,冒险",美国,"英语,西班牙语",2010-06-16,103,603095,"56.1%,34.9%,8.5%,0.4%,0.1%"
71,许承杰,7.4,双喜,"刘冠廷,余香凝,杨贵媚,田启文,庹宗华",2025,"剧情,喜剧,爱情",中国台湾,"汉语普通话,粤语,闽南语,日语",2026-02-17,129,10152,"16.0%,45.1%,33.8%,4.1%,1.0%"
72,"铃木理人,森葵",8.2,躲在超市后门抽烟的两人,"佐藤拓也,星希成奏,行成桃姬,丰口惠美,安田陆矢",2026,"剧情,爱情,动画",日本,日语,2026-06-03,37,13588,"39.4%,36.8%,18.6%,3.2%,2.0%"
73,"李雪,赵烁",8.4,生命树,"杨紫,胡歌,李光洁,张哲华,梅婷",2026,剧情,中国大陆,汉语普通话,2026-01-30,52,335701,"47.5%,36.4%,9.1%,4.1%,2.8%"
74,加布里埃莱·穆奇诺,9.1,当幸福来敲门,"威尔·史密斯,贾登·史密斯,坦迪·牛顿,布莱恩·豪威 ,詹姆斯·凯伦",2006,"剧情,家庭,传记",美国,"英语,粤语",2008-01-17,117,1695526,"64.4%,29.0%,5.9%,0.5%,0.2%"
75,詹姆斯·卡梅隆,8.8,阿凡达,"萨姆·沃辛顿,佐伊·索尔达娜,西格妮·韦弗,史蒂芬·朗,米歇尔·罗德里格兹",2009,"动作,科幻,冒险",美国,"英语,西班牙语",2010-01-04,162,1593941,"54.3%,34.7%,9.9%,0.8%,0.3%"
76,陈玉勋,8.1,大濛,"方郁婷,柯炜林,汤毓绮,曾敬骅,陈以文",2025,剧情,中国台湾,"汉语普通话,闽南语,粤语",2025-11-27,134,16709,"30.1%,47.8%,19.0%,2.4%,0.6%"
77,周星驰,8.9,功夫,"周星驰,元秋,元华,黄圣依,梁小龙",2004,"喜剧,动作,犯罪,奇幻","中国大陆,中国香港","粤语,汉语普通话,手语",2004-12-23,100,1346342,"56.0%,33.3%,9.8%,0.8%,0.2%"
78,祝东宁,5.9,耀眼,"关晓彤,李昀锐,高露,鲍起静,毛俊杰",2026,"剧情,爱情",中国大陆,汉语普通话,2026-05-27,84,50739,"13.4%,18.2%,32.7%,21.6%,14.1%"
79,延尚昊,8.6,釜山行,"孔刘,郑裕美,马东锡,金秀安,金义城",2016,"动作,惊悚,灾难",韩国,韩语,2016-05-13,118,1361722,"44.1%,43.9%,10.9%,0.8%,0.3%"
80,"约翰·拉塞特,艾什·布兰农,李·昂克里奇",8.6,玩具总动员2,"汤姆·汉克斯,蒂姆·艾伦,琼·库萨克,凯尔塞·格拉玛,唐·里克斯",1999,"喜剧,动画,奇幻,冒险",美国,英语,1999-11-24,92,298395,"40.8%,46.6%,12.0%,0.5%,0.1%"
81,刘镇伟,9.2,大话西游之大圣娶亲,"周星驰,吴孟达,朱茵,蔡少芬,蓝洁瑛",1995,"喜剧,爱情,奇幻,古装","中国香港,中国大陆","粤语,汉语普通话",2014-10-24,95,1716666,"66.8%,26.3%,6.0%,0.6%,0.3%"
82,宫崎骏,9.2,龙猫,"日高范子,坂本千夏,糸井重里,岛本须美,北林谷荣",1988,"动画,奇幻,冒险",日本,日语,2018-12-14,86,1417643,"64.4%,29.5%,5.8%,0.2%,0.1%"
83,"皮埃尔·柯芬,克里斯·雷纳德",8.7,神偷奶爸,"史蒂夫·卡瑞尔,杰森·席格尔,拉塞尔·布兰德,朱莉·安德鲁斯,威尔·阿奈特",2010,"喜剧,动画,冒险","美国,法国",英语,2010-06-20,95,1054920,"45.6%,43.2%,10.5%,0.5%,0.1%"
84,大鹏,7.5,长安的荔枝,"大鹏,白客,庄达菲,刘俊谦,刘德华",2025,"剧情,喜剧,古装",中国大陆,"汉语普通话,粤语",2025-07-18,122,515182,"16.5%,45.9%,32.7%,4.2%,0.8%"
85,"刘伟强,麦兆辉",9.3,无间道,"刘德华,梁朝伟,黄秋生,曾志伟,陈慧琳",2002,"剧情,惊悚,犯罪",中国香港,粤语,2003-09-05,101,1573594,"69.7%,26.3%,3.8%,0.2%,0.1%"
86,贾玲,7.7,你好，李焕英,"贾玲,张小斐,沈腾,陈赫,刘佳",2021,"剧情,喜剧,奇幻",中国大陆,汉语普通话,2021-02-12,128,1565626,"23.5%,44.6%,27.3%,3.7%,0.9%"
87,克里斯托夫·巴哈蒂,9.3,放牛班的春天,"让-巴蒂斯特·莫尼耶,热拉尔·朱尼奥,弗朗索瓦·贝莱昂,凯德·麦拉德,让-保罗·博奈雷",2004,"剧情,音乐","法国,瑞士,德国",法语,2004-10-16,97,1480439,"71.0%,25.2%,3.6%,0.2%,0.1%"
88,乔什·库雷,8.5,玩具总动员4,"汤姆·汉克斯,蒂姆·艾伦,安妮·波茨,托尼·海尔,科甘-迈克尔·凯",2019,"喜剧,动画,奇幻",美国,英语,2019-06-21,100,382234,"39.9%,44.6%,14.5%,1.0%,0.1%"
89,刘镇伟,9.0,大话西游之月光宝盒,"周星驰,吴孟达,罗家英,蓝洁瑛,莫文蔚",1995,"喜剧,爱情,奇幻,古装","中国香港,中国大陆","粤语,汉语普通话",2014-10-24,88,1372478,"60.5%,31.2%,7.4%,0.6%,0.3%"
90,申奥,8.7,南京照相馆,"刘昊然,王传君,高叶,王骁,周游",2025,"剧情,历史,战争",中国大陆,"汉语普通话,日语,南京话",2025-07-25,137,575772,"51.7%,36.0%,10.4%,1.2%,0.7%"
91,李力持,8.8,唐伯虎点秋香,"周星驰,巩俐,陈百祥,郑佩佩,朱咪咪",1993,"喜剧,爱情,古装",中国香港,粤语,1993-07-01,102,1233508,"49.3%,40.0%,10.0%,0.6%,0.2%"
92,"唐·霍尔,克里斯·威廉姆斯",8.8,超能陆战队,"斯科特·安第斯,瑞恩·波特,丹尼尔·海尼,T·J·米勒,郑智麟",2014,"喜剧,动作,科幻,动画,冒险",美国,英语,2015-02-28,102,1154429,"49.4%,40.1%,9.8%,0.6%,0.1%"
93,赵南亨,7.8,菜鸟炊事兵,"朴志训,尹敬浩,韩东希,李洪耐,郑雄仁",2026,"喜剧,奇幻",韩国,韩语,2026-05-11,37,9226,"26.1%,44.6%,25.0%,3.1%,1.1%"
94,"闫非,彭大魔",7.9,夏洛特烦恼,"沈腾,马丽,尹正,艾伦,王智",2015,"喜剧,爱情",中国大陆,汉语普通话,2015-09-30,104,1129563,"29.8%,42.1%,22.5%,4.0%,1.7%"
95,李安,9.1,少年派的奇幻漂流,"苏拉·沙玛,伊尔凡·可汗,拉菲·斯波,阿迪勒·侯赛因,塔布",2012,"剧情,奇幻,冒险","美国,中国台湾,英国,加拿大","英语,泰米尔语,法语,日语,印地语,汉语普通话",2012-11-22,127,1495868,"61.6%,31.3%,6.5%,0.5%,0.2%"
96,黄精甫,8.1,周处除三害,"阮经天,袁富华,陈以文,王净,谢琼煖",2023,"动作,犯罪",中国台湾,"汉语普通话,闽南语,粤语",2024-03-01,134,1190747,"29.5%,49.8%,18.4%,1.8%,0.5%"
97,郭帆,8.3,流浪地球2,"吴京,刘德华,李雪健,沙溢,宁理",2023,"科幻,冒险,灾难",中国大陆,"汉语普通话,俄语,英语,印地语,法语,葡萄牙语,日语,韩语,泰语,南非荷兰语",2023-01-22,173,1419095,"44.2%,34.4%,16.4%,3.5%,1.6%"
98,"奥利维埃·纳卡什,埃里克·托莱达诺",9.3,触不可及,"弗朗索瓦·克鲁塞,奥玛·希,安娜·勒尼,奥德雷·弗勒罗,约瑟芬娜·德·摩",2011,"剧情,喜剧",法国,法语,2011-11-02,112,1302808,"68.7%,26.7%,4.2%,0.3%,0.1%"
99,克里斯·哥伦布,8.9,哈利·波特与密室,"丹尼尔·雷德克里夫,艾玛·沃森,鲁伯特·格林特,汤姆·费尔顿,理查德·格雷弗斯",2002,"奇幻,冒险","英国,美国",英语,2003-01-24,161,924444,"54.6%,36.4%,8.4%,0.4%,0.1%"
100,史蒂文·斯皮尔伯格,8.6,头号玩家,"泰伊·谢里丹,奥利维亚·库克,本·门德尔森,马克·里朗斯,丽娜·维特",2018,"动作,科幻,冒险",美国,"英语,日语,汉语普通话",2018-03-30,140,1529070,"48.1%,38.1%,12.1%,1.3%,0.4%"
101,,9.6,克拉克森的农场 第五季,"杰里米·克拉克森,凯勒布·库珀,丽莎·霍根",2026,"喜剧,纪录片,真人秀",英国,英语,2026-06-03,46,7724,"84.0%,13.9%,1.7%,0.2%,0.1%"
102,陆觉,5.4,月鳞绮纪,"鞠婧祎,曾舜晞,陈都灵,田嘉瑞,闫桉",2026,"剧情,爱情,奇幻,古装",中国大陆,汉语普通话,2026-04-01,67,60145,"11.4%,13.9%,27.9%,25.3%,21.5%"
103,,7.5,曼哈顿打拼日记,"艾拉·亨特,阿凡提卡·万达纳普,杰克·马丁,尼古拉斯·杜威内,威尔·菲茨",2026,喜剧,美国,英语,2026-06-02,67,3575,"21.4%,40.2%,32.4%,4.7%,1.4%"
104,史蒂文·斯皮尔伯格,9.1,猫鼠游戏,"莱昂纳多·迪卡普里奥,汤姆·汉克斯,克里斯托弗·沃肯,马丁·辛,艾米·亚当斯",2002,"剧情,传记,犯罪","美国,加拿大","英语,法语",2003-04-11,141,1219200,"61.5%,33.1%,5.1%,0.3%,0.1%"
